d,n_train,seed,noise_frac,sigma,tau_true,A_hat,tau_hat,G_dagger,G_star,fits,rmse,G_bullet,A_anchor,tau_target,A_ratio,tau_ratio,delta_proxy
20,1200,14,0.1,0.06821969179204847,0.004653926348202085,0.23461689146823417,0.004558003744078384,3.07674681333259,15,7,0.0397871864797897,3.135556127196141,0.25402328895752446,0.004161822618264689,0.9236038649490312,1.0951941402007388,3.6697515826443006e-07
20,1200,15,0.1,0.06543804974218918,0.004282138354061226,0.3000692652408978,0.004094407091735807,3.1999360845615232,15,7,0.04300881691632636,3.135556127196141,0.25402328895752446,0.004161822618264689,1.1812667510618395,0.9838014416489014,3.8588277371848136e-07
20,1200,16,0.1,0.0644414505827052,0.004152700553203236,0.2730901918432576,0.004319535320662802,3.147837319701861,15,7,0.04330385985206358,3.135556127196141,0.25402328895752446,0.004161822618264689,1.0750596646629567,1.0378951043482656,1.482059272891632e-08
20,1200,17,0.1,0.061196889130861604,0.003745059239294967,0.26191080047388066,0.0034758385985838975,3.209827338239106,15,7,0.03997108346331627,3.135556127196141,0.25402328895752446,0.004161822618264689,1.0310503479768545,0.8351722111677072,5.08439963658471e-07
20,1200,18,0.1,0.06646842823213242,0.004418051951650138,0.27694871179428715,0.004140705675270337,3.1675945404871353,15,7,0.03806477620185351,3.135556127196141,0.25402328895752446,0.004161822618264689,1.0902492953730556,0.9949260348334698,9.879674425647888e-08
20,1200,19,0.1,0.06569634757199314,0.004316010084300128,0.2703356668029712,0.0037432410027144285,3.194721304169568,15,7,0.042232177030500063,3.135556127196141,0.25402328895752446,0.004161822618264689,1.0642160721262623,0.8994234848661589,3.276380362608137e-07
20,2400,0,0.1,0.06202183950878712,0.0038467085760537467,0.2822874098832442,0.0038649354152343516,3.4548125512318077,15,7,0.024736780985294422,3.386757353058654,0.25402328895752446,0.004159949323775434,1.111265864802049,0.929082331158463,1.9979671477102267e-07
20,2400,1,0.1,0.06270822315836905,0.003932321251679812,0.1731126903245418,0.003981388737907145,3.2613407145691853,15,7,0.026510098331402925,3.386757353058654,0.25402328895752446,0.004159949323775434,0.6814835404854874,0.9570762593554305,8.239313030996361e-07
20,2400,2,0.1,0.060094878425831194,0.0036113944130154313,0.23549201837107003,0.0037513053249729968,3.397178218011041,15,7,0.02551952624369011,3.386757353058654,0.25402328895752446,0.004159949323775434,0.9270489305822938,0.901767072866271,4.951128744728854e-09
20,2400,3,0.1,0.06097417770921148,0.003717850347314502,0.1517794188330794,0.003672054869737356,3.243043443422964,15,7,0.024123326048413253,3.386757353058654,0.25402328895752446,0.004159949323775434,0.5975019828140979,0.8827162505923796,1.103359049172114e-06
20,2400,4,0.1,0.06992934179327814,0.004890112843641117,0.3026434508014358,0.004622965399599683,3.4130482673220452,15,7,0.028602764922843353,3.386757353058654,0.25402328895752446,0.004159949323775434,1.1914004107396672,1.1113032971767143,3.1031505818895824e-08
